No,Provinsi,Kab_Kota,Kecamatan,Puskesmas,Kelurahan,Bulan,Tahun,Sasaran_Balita,Balita_Bulan_Ini,Balita_Ditimbang,Pct_Balita_Ditimbang,Balita_Ditimbang_Diukur,Pct_Balita_Ditimbang_Diukur,Balita_Diukur_PB_TB,Pct_Balita_Diukur_PB_TB,Balita_Punya_KIA,Pct_Balita_Punya_KIA,Balita_Naik_BB_N,Balita_Tidak_Naik_BB_T,Balita_Tidak_Timbang_Bulan_Lalu_O,Bayi_Baru_Lahir_Bulan_Ini_B,Balita_Ditimbang_Terkoreksi_D,Pct_Balita_Ditimbang_Terkoreksi,Jml_Balita_Stunting,Pct_Balita_Stunting,Jml_Balita_Wasting,Pct_Balita_Wasting,Jml_Balita_Overweight,Pct_Balita_Overweight,Jml_Balita_Underweight,Pct_Balita_Underweight,Jml_Bayi_Dapat_IMD,Pct_Bayi_Dapat_IMD,Jml_Bayi_0_5_Bulan,Jml_Bayi_0_5_Bulan_Recall,Jml_Bayi_0_5_Bulan_ASI_Eksklusif_Recall,Pct_Bayi_0_5_Bulan_ASI_Eksklusif_Recall,Jml_Bayi_6_Bulan,Jml_Bayi_ASI_Eksklusif_6_Bulan,Pct_Bayi_ASI_Eksklusif_6_Bulan,Jml_Anak_6_23_Bulan,Jml_Anak_6_23_Bulan_Wawancara,Pct_Anak_6_23_Bulan_Wawancara,Jml_Anak_6_23_Bulan_Konsumsi_5_8_Kelompok,Pct_Anak_6_23_Bulan_Konsumsi_5_8_Kelompok,Jml_Anak_6_23_Bulan_Konsumsi_Telur_Ikan_Daging,Pct_Anak_6_23_Bulan_Konsumsi_Telur_Ikan_Daging,Jml_Anak_6_23_Bulan_MPASI_Baik,Pct_Anak_6_23_Bulan_MPASI_Baik,Jml_Bayi_6_11_Bulan,Jml_Bayi_6_11_Bulan_Vitamin_A,Pct_Bayi_6_11_Bulan_Vitamin_A,Jml_Anak_12_59_Bulan,Jml_Anak_12_59_Bulan_Vitamin_A,Pct_Anak_12_59_Bulan_Vitamin_A,Jml_Anak_12_59_Bulan_Vitamin_A_2x,Jml_Balita_Underweight_Total,Jml_Balita_Suplemen_Gizi_Mikro,Jml_Balita_Gizi_Kurang_6_59_Bulan,Jml_Balita_Gizi_Kurang_6_59_Bulan_MT_Lokal,Pct_Balita_Gizi_Kurang_MT_Lokal,Jml_Balita_BB_Kurang_6_59_Bulan,Jml_Balita_BB_Kurang_6_59_Bulan_MT_Lokal,Pct_Balita_BB_Kurang_MT_Lokal,Jml_Balita_BB_Tidak_Naik_6_59_Bulan,Jml_Balita_BB_Tidak_Naik_6_59_Bulan_MT_Lokal,Pct_Balita_BB_Tidak_Naik_MT_Lokal,Jml_Gizi_Buruk_Bayi_0_5_Bulan,Jml_Gizi_Buruk_Bayi_0_5_Bulan_Perawatan,Pct_Gizi_Buruk_Bayi_0_5_Bulan_Perawatan,Jml_Gizi_Buruk_Balita_6_59_Bulan,Jml_Gizi_Buruk_Balita_6_59_Bulan_Perawatan,Pct_Gizi_Buruk_Balita_6_59_Bulan_Perawatan,Jml_Balita_Stunting_Total,Jml_Balita_Stunting_Rujuk_PKM_RS,Pct_Balita_Stunting_Rujuk_PKM_RS,Waktu_Input
36,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Oktober,2025,1532,672,427,63.54,427, 63.54 ,427, 63.54 ,672, 100.00 ,160,145,120,7,305, 52.46 ,102, 23.89 ,21, 4.92 ,20, 4.68 ,66, 15.46 ,7,100,0,0,0,0,10,6, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,187,141,101,19,18.81,50,0,0,96,0,0,1,1,100,3,3,100,330,28,8.48,20/12/2025 3:23
37,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Oktober,2025,457,396,357,90.15,357, 90.15 ,357, 90.15 ,396, 100.00 ,185,153,17,2,338, 54.73 ,53, 14.85 ,29, 8.12 ,7, 1.96 ,45, 12.61 ,2,100,0,0,0,0,7,4, 57.14 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,27,24,30,8,26.67,21,0,0,106,0,0,0,0,0,0,0,0,60,24,40,20/01/2026 8:26
38,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Oktober,2025,1130,599,523,87.31,523, 87.31 ,523, 87.31 ,599, 100.00 ,251,243,20,9,494, 50.81 ,92, 17.59 ,28, 5.35 ,24, 4.59 ,59, 11.28 ,9,100,0,0,0,0,14,5, 35.71 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,17,14,41,10,24.39,34,0,0,163,0,0,0,0,0,0,0,0,108,2,1.85,20/01/2026 8:27
39,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Oktober,2025,1599,805,627,77.89,627, 77.89 ,627, 77.89 ,805, 100.00 ,260,280,82,5,540, 48.15 ,121, 19.30 ,28, 4.47 ,20, 3.19 ,75, 11.96 ,5,100,0,0,0,0,9,3, 33.33 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,30,28,40,9,22.5,52,0,0,197,0,0,0,0,0,0,0,0,120,56,46.67,20/01/2026 8:27
40,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Oktober,2025,1535,877,655,74.69,655, 74.69 ,655, 74.69 ,876, 99.89 ,292,310,49,3,602, 48.50 ,81, 12.37 ,32, 4.89 ,27, 4.12 ,58, 8.85 ,3,100,0,0,0,0,13,5, 38.46 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,31,30,48,8,16.67,32,0,0,224,0,0,0,0,0,0,0,0,104,50,48.08,20/01/2026 8:27
41,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Oktober,2025,1996,1229,974,79.25,974, 79.25 ,974, 79.25 ,1229, 100.00 ,407,480,85,2,887, 45.89 ,227, 23.31 ,83, 8.52 ,28, 2.87 ,163, 16.74 ,2,100,0,0,0,0,22,22, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,281,83,169,41,24.26,92,0,0,338,0,0,0,0,0,3,3,100,509,10,1.96,19/01/2026 11:00
42,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Oktober,2025,466,566,371,65.55,371, 65.55 ,371, 65.55 ,517, 91.34 ,161,192,16,2,353, 45.61 ,96, 25.88 ,29, 7.82 ,17, 4.58 ,60, 16.17 ,2,100,0,0,0,0,7,7, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,80,41,62,13,20.97,38,0,0,144,0,0,0,0,0,3,3,100,179,8,4.47,19/01/2026 11:03
43,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Oktober,2025,389,251,158,62.95,158, 62.95 ,158, 62.95 ,251, 100.00 ,57,59,41,1,116, 49.14 ,14, 8.86 ,5, 3.16 ,6, 3.80 ,7, 4.43 ,1,100,0,0,0,0,2,1, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,28,32,20,2,10,2,0,0,53,0,0,1,1,100,2,2,100,55,8,14.55,19/01/2026 13:26
44,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Oktober,2025,1212,777,393,50.58,393, 50.58 ,393, 50.58 ,775, 99.74 ,140,157,96,0,297, 47.14 ,60, 15.27 ,15, 3.82 ,11, 2.80 ,42, 10.69 ,0,0,0,0,0,0,10,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,147,82,111,13,11.71,29,0,0,126,0,0,0,0,0,3,3,100,198,7,3.54,19/01/2026 12:50
45,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Oktober,2025,1237,790,473,59.87,473, 59.87 ,473, 59.87 ,789, 99.87 ,182,203,86,2,385, 47.27 ,70, 14.80 ,14, 2.96 ,19, 4.20 ,47, 9.94 ,2,100,0,0,0,0,5,2, 40.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,129,61,70,13,18.57,34,0,0,171,0,0,0,0,0,1,1,100,212,6,2.83,19/01/2026 13:31
46,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,September,2025,440,546,524,95.97,524, 95.97 ,524, 95.97 ,544, 99.63 ,264,245,14,1,509, 51.87 ,118, 22.52 ,31, 5.92 ,13, 2.48 ,108, 20.61 ,1,100,0,0,0,0,8,5, 62.50 ,147,140, 95.24 ,110, 78.57 ,132, 94.29 ,106, 75.71 ,0,0,0,0,0,0,0,180,73,134,62,46.27,75,0,0,172,0,0,0,0,0,2,2,100,232,1,0.43,23/01/2026 20:04
47,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,September,2025,781,320,133,41.56,133, 41.56 ,133, 41.56 ,320, 100.00 ,56,44,33,2,100, 56.00 ,34, 25.56 ,6, 4.51 ,2, 1.50 ,19, 14.29 ,2,100,0,0,0,0,6,6, 100.00 ,100,100, 100.00 ,92, 92.00 ,93, 93.00 ,92, 92.00 ,0,0,0,0,0,0,0,50,41,15,12,80,14,0,0,30,0,0,0,0,0,0,0,0,88,3,3.41,19/12/2025 14:34
48,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,September,2025,1537,778,516,66.32,516, 66.32 ,516, 66.32 ,778, 100.00 ,239,221,56,7,460, 51.96 ,133, 25.78 ,35, 6.78 ,16, 3.10 ,98, 18.99 ,6,85.71,0,0,0,0,14,12, 85.71 ,187,187, 100.00 ,171, 91.44 ,171, 91.44 ,171, 91.44 ,0,0,0,0,0,0,0,158,109,61,56,91.8,64,0,0,149,0,0,0,0,0,0,0,0,248,6,2.42,19/12/2025 14:36
49,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,September,2025,1324,787,379,48.16,379, 48.16 ,379, 48.16 ,787, 100.00 ,148,167,63,4,315, 46.98 ,137, 36.15 ,29, 7.65 ,10, 2.64 ,99, 26.12 ,2,50,0,0,0,0,10,3, 30.00 ,222,209, 94.14 ,185, 88.52 ,186, 89.00 ,185, 88.52 ,0,0,0,0,0,0,0,195,114,57,55,96.49,72,0,0,100,0,0,0,0,0,1,1,100,230,12,5.22,19/12/2025 14:40
50,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,September,2025,949,545,343,62.94,343, 62.94 ,343, 62.94 ,545, 100.00 ,149,152,34,6,301, 49.50 ,93, 27.11 ,22, 6.41 ,4, 1.17 ,63, 18.37 ,5,83.33,0,0,0,0,13,9, 69.23 ,133,91, 68.42 ,84, 92.31 ,87, 95.60 ,84, 92.31 ,0,0,0,0,0,0,0,178,161,98,20,20.41,45,0,0,103,0,0,0,0,0,0,0,0,221,10,4.52,20/12/2025 3:16
51,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,September,2025,1532,701,417,59.49,417, 59.49 ,417, 59.49 ,701, 100.00 ,104,271,38,4,375, 27.73 ,141, 33.81 ,26, 6.24 ,13, 3.12 ,87, 20.86 ,4,100,0,0,0,0,12,10, 83.33 ,180,141, 78.33 ,124, 87.94 ,134, 95.04 ,124, 87.94 ,0,0,0,0,0,0,0,179,141,94,19,20.21,63,0,0,190,0,0,1,1,100,3,3,100,322,23,7.14,20/12/2025 3:18
52,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,September,2025,457,375,350,93.33,350, 93.33 ,350, 93.33 ,375, 100.00 ,206,134,9,1,340, 60.59 ,49, 14.00 ,28, 8.00 ,7, 2.00 ,47, 13.43 ,1,100,0,0,0,0,7,2, 28.57 ,102,15, 14.71 ,15, 100.00 ,15, 100.00 ,15, 100.00 ,0,0,0,0,0,0,0,27,24,27,8,29.63,23,0,0,99,0,0,0,0,0,0,0,0,60,22,36.67,20/01/2026 8:24
53,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,September,2025,1130,582,548,94.16,548, 94.16 ,548, 94.16 ,581, 99.83 ,264,261,23,0,525, 50.29 ,86, 15.69 ,38, 6.93 ,23, 4.20 ,62, 11.31 ,0,0,0,0,0,0,6,1, 16.67 ,156,43, 27.56 ,38, 88.37 ,35, 81.40 ,34, 79.07 ,0,0,0,0,0,0,0,16,14,40,10,25,34,0,0,196,0,0,0,0,0,0,0,0,108,2,1.85,20/01/2026 8:25
54,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,September,2025,1599,766,616,80.42,616, 80.42 ,616, 80.42 ,766, 100.00 ,303,264,48,1,567, 53.44 ,130, 21.10 ,31, 5.03 ,20, 3.25 ,69, 11.20 ,0,0,0,0,0,0,13,6, 46.15 ,229,25, 10.92 ,25, 100.00 ,25, 100.00 ,25, 100.00 ,0,0,0,0,0,0,0,29,28,39,9,23.08,45,0,0,201,0,0,0,0,0,0,0,0,120,56,46.67,20/01/2026 8:25
55,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,September,2025,1535,865,739,85.43,739, 85.43 ,739, 85.43 ,864, 99.88 ,329,343,67,0,672, 48.96 ,95, 12.86 ,30, 4.60 ,32, 4.33 ,53, 7.17 ,0,0,0,0,0,0,16,2, 12.50 ,246,4, 1.63 ,4, 100.00 ,4, 100.00 ,4, 100.00 ,0,0,0,0,0,0,0,31,30,45,8,17.78,29,0,0,283,0,0,0,0,0,0,0,0,104,49,47.12,20/01/2026 8:25
56,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,September,2025,1996,1282,1060,82.68,1060, 82.68 ,1060, 82.68 ,1282, 100.00 ,509,483,67,1,992, 51.31 ,243, 22.92 ,95, 8.96 ,25, 2.36 ,199, 18.77 ,1,100,0,0,0,0,26,25, 96.15 ,351,351, 100.00 ,116, 33.05 ,334, 95.16 ,112, 31.91 ,0,0,0,0,0,0,0,279,69,162,41,25.31,115,0,0,342,0,0,0,0,0,3,3,100,484,4,0.83,19/01/2026 11:00
57,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,September,2025,466,561,378,67.38,378, 67.38 ,378, 67.38 ,511, 91.09 ,143,143,92,0,286, 50.00 ,77, 20.37 ,17, 4.50 ,9, 2.38 ,59, 15.61 ,0,0,0,0,0,0,10,9, 90.00 ,161,101, 62.73 ,40, 39.60 ,97, 96.04 ,38, 37.62 ,0,0,0,0,0,0,0,72,36,45,13,28.89,43,0,0,97,0,0,0,0,0,2,2,100,159,4,2.52,19/01/2026 11:03
58,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,September,2025,389,250,159,63.60,159, 63.60 ,159, 63.60 ,250, 100.00 ,66,65,28,0,131, 50.38 ,19, 11.95 ,3, 1.89 ,6, 3.77 ,14, 8.81 ,0,0,0,0,0,0,4,2, 50.00 ,85,53, 62.35 ,34, 64.15 ,34, 64.15 ,34, 64.15 ,0,0,0,0,0,0,0,26,32,17,2,11.76,12,0,0,55,0,0,1,1,100,2,2,100,54,8,14.81,19/01/2026 13:25
59,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,September,2025,1212,789,377,47.78,377, 47.78 ,377, 47.78 ,787, 99.75 ,150,164,63,0,314, 47.77 ,73, 19.36 ,18, 4.77 ,15, 3.98 ,55, 14.59 ,0,0,0,0,0,0,14,2, 14.29 ,215,136, 63.26 ,65, 47.79 ,65, 47.79 ,65, 47.79 ,0,0,0,0,0,0,0,138,82,107,13,12.15,39,0,0,121,0,0,0,0,0,3,3,100,191,7,3.66,19/01/2026 12:48
60,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,September,2025,1237,794,463,58.31,463, 58.31 ,463, 58.31 ,793, 99.87 ,173,231,58,1,404, 42.82 ,68, 14.69 ,21, 4.54 ,19, 4.10 ,49, 10.58 ,1,100,0,0,0,0,8,4, 50.00 ,194,130, 67.01 ,66, 50.77 ,66, 50.77 ,66, 50.77 ,0,0,0,0,0,0,0,127,61,68,13,19.12,35,0,0,183,0,0,0,0,0,1,1,100,201,6,2.99,19/01/2026 13:30
61,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Agustus,2025,440,553,536,96.93,536, 96.93 ,536, 96.93 ,551, 99.64 ,252,249,35,0,501, 50.30 ,124, 23.13 ,47, 8.77 ,7, 1.31 ,108, 20.15 ,0,0,29,26,26,100,15,13, 86.67 ,0,0, -   ,0, -   ,0, -   ,0, -   ,44,35,79.55,480,462,96.25,404,172,73,131,47,35.88,64,0,0,172,0,0,0,0,0,2,2,100,224,1,0.45,23/01/2026 20:04
62,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Agustus,2025,781,330,182,55.15,182, 55.15 ,182, 55.15 ,330, 100.00 ,42,60,79,3,102, 41.18 ,45, 24.73 ,8, 4.40 ,7, 3.85 ,25, 13.74 ,3,100,22,16,16,100,4,3, 75.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,23,12,52.17,295,154,52.2,140,48,38,14,12,85.71,19,0,0,46,0,0,0,0,0,0,0,0,84,2,2.38,19/12/2025 14:26
63,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Agustus,2025,1537,791,553,69.91,553, 69.91 ,553, 69.91 ,791, 100.00 ,173,215,162,3,388, 44.59 ,150, 27.12 ,43, 7.78 ,17, 3.07 ,110, 19.89 ,3,100,45,22,19,86.36,4,1, 25.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,43,29,67.44,703,485,68.99,458,153,101,61,56,91.8,70,0,0,146,0,0,0,0,0,0,0,0,239,5,2.09,19/12/2025 14:28
64,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Agustus,2025,1324,803,449,55.92,449, 55.92 ,449, 55.92 ,803, 100.00 ,124,134,189,2,258, 48.06 ,133, 29.62 ,37, 8.24 ,10, 2.23 ,112, 24.94 ,1,50,53,35,30,85.71,11,6, 54.55 ,0,0, -   ,0, -   ,0, -   ,0, -   ,80,42,52.5,684,383,55.99,348,193,103,56,55,98.21,76,0,0,92,0,0,0,0,0,1,1,100,221,11,4.98,12/1/2026 13:10
65,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Agustus,2025,949,528,376,71.21,376, 71.21 ,376, 71.21 ,528, 100.00 ,128,142,106,5,270, 47.41 ,114, 30.32 ,24, 6.38 ,8, 2.13 ,72, 19.15 ,5,100,31,6,4,66.67,5,3, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,42,38,90.48,462,456,98.7,263,173,160,92,17,18.48,57,0,0,98,0,0,0,0,0,0,0,0,216,7,3.24,20/12/2025 3:01
66,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Agustus,2025,1532,685,487,71.09,487, 71.09 ,487, 71.09 ,685, 100.00 ,121,132,234,4,253, 47.83 ,137, 28.13 ,27, 5.54 ,15, 3.08 ,86, 17.66 ,2,50,43,20,19,95,9,7, 77.78 ,0,0, -   ,0, -   ,0, -   ,0, -   ,60,56,93.33,594,573,96.46,417,172,141,88,16,18.18,62,0,0,92,0,0,1,1,100,3,3,100,312,18,5.77,20/12/2025 3:04
67,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Agustus,2025,457,379,351,92.61,351, 92.61 ,351, 92.61 ,379, 100.00 ,187,130,31,3,317, 58.99 ,47, 13.39 ,25, 7.12 ,6, 1.71 ,50, 14.25 ,3,100,26,17,17,100,2,1, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,34,25,73.53,319,255,79.94,195,25,24,25,8,32,30,0,0,84,0,0,0,0,0,0,0,0,60,21,35,20/01/2026 8:15
68,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Agustus,2025,1130,586,541,92.32,541, 92.32 ,541, 92.32 ,585, 99.83 ,280,213,43,5,493, 56.80 ,100, 18.48 ,22, 4.07 ,29, 5.36 ,59, 10.91 ,5,100,42,17,17,100,4,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,42,35,83.33,502,424,84.46,338,14,14,38,10,26.32,40,0,0,170,0,0,0,0,0,0,0,0,108,0,0,19/01/2026 23:54
69,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Agustus,2025,1599,787,684,86.91,684, 86.91 ,684, 86.91 ,787, 100.00 ,300,299,81,4,599, 50.08 ,134, 19.59 ,24, 3.51 ,28, 4.09 ,78, 11.40 ,4,100,45,22,21,95.45,8,4, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,71,53,74.65,671,551,82.12,372,28,28,36,9,25,58,0,0,224,0,0,0,0,0,0,0,0,113,53,46.9,20/01/2026 8:23
70,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Agustus,2025,1535,883,759,85.96,759, 85.96 ,759, 85.96 ,882, 99.89 ,332,324,98,5,656, 50.61 ,91, 11.99 ,42, 5.53 ,33, 4.35 ,68, 8.96 ,5,100,64,27,27,100,5,1, 20.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,63,52,82.54,756,622,82.28,454,31,30,42,8,19.05,37,0,0,253,0,0,0,0,0,0,0,0,97,48,49.48,20/01/2026 8:23
71,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Agustus,2025,1996,1278,1109,86.78,1109, 86.78 ,1109, 86.78 ,1278, 100.00 ,354,426,325,12,780, 45.38 ,258, 23.26 ,85, 7.66 ,33, 2.98 ,197, 17.76 ,12,100,100,92,91,98.91,10,10, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,116,112,96.55,1083,1043,96.31,969,272,46,156,41,26.28,117,1,0.85,307,0,0,0,0,0,3,3,100,472,3,0.64,19/01/2026 10:59
72,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Agustus,2025,466,560,286,51.07,286, 51.07 ,286, 51.07 ,511, 91.25 ,97,106,83,5,203, 47.78 ,79, 27.62 ,15, 5.24 ,8, 2.80 ,56, 19.58 ,5,100,28,30,27,90,9,9, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,53,31,58.49,431,294,68.21,225,69,31,41,13,31.71,43,0,0,83,0,0,0,0,0,1,1,100,157,2,1.27,19/01/2026 11:03
73,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Agustus,2025,389,258,178,68.99,178, 68.99 ,178, 68.99 ,258, 100.00 ,60,57,60,1,117, 51.28 ,23, 12.92 ,4, 2.25 ,6, 3.37 ,11, 6.18 ,1,100,16,4,4,100,3,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,26,15,57.69,216,146,67.59,101,24,32,16,2,12.5,8,0,0,46,0,0,1,1,100,2,2,100,48,2,4.17,19/01/2026 13:24
74,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Agustus,2025,1212,804,516,64.18,516, 64.18 ,516, 64.18 ,802, 99.75 ,149,145,218,6,294, 50.68 ,93, 18.02 ,18, 3.49 ,14, 2.71 ,53, 10.27 ,6,100,45,20,16,80,6,1, 16.67 ,0,0, -   ,0, -   ,0, -   ,0, -   ,57,35,61.4,702,446,63.53,282,127,82,97,13,13.4,42,0,0,118,0,0,0,0,0,3,3,100,185,3,1.62,19/01/2026 11:06
75,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Agustus,2025,1237,815,589,72.27,589, 72.27 ,589, 72.27 ,814, 99.88 ,202,211,172,4,413, 48.91 ,107, 18.17 ,12, 2.04 ,22, 3.74 ,56, 9.51 ,4,100,50,38,37,97.37,4,2, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,50,37,74,715,507,70.91,359,117,61,64,13,20.31,47,0,0,177,0,0,0,0,0,1,1,100,194,0,0,14/01/2026 7:01
